Skill,Ubicacion_anterior,Ubicacion_final,Estado,Motivo
resend-automation,.claude/skills/resend-automation,.claude/skill-library-archive/integrations/resend-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
respond-io-automation,.claude/skills/respond-io-automation,.claude/skill-library-archive/integrations/respond-io-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
responsive-design,.claude/skills/responsive-design,.claude/skill-library-archive/integrations/responsive-design,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
resume,.claude/skills/resume,.claude/skill-library-archive/unreviewed/resume,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
retailed-automation,.claude/skills/retailed-automation,.claude/skill-library-archive/integrations/retailed-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
retellai-automation,.claude/skills/retellai-automation,.claude/skill-library-archive/integrations/retellai-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
retently-automation,.claude/skills/retently-automation,.claude/skill-library-archive/integrations/retently-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
retro,.claude/skills/retro,.claude/skill-library-archive/unreviewed/retro,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
rev-ai-automation,.claude/skills/rev-ai-automation,.claude/skill-library-archive/integrations/rev-ai-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
revenue-operations,.claude/skills/revenue-operations,.claude/skill-library-archive/unreviewed/revenue-operations,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
review-agent-setup,.claude/skills/review-agent-setup,.claude/skill-library-archive/integrations/review-agent-setup,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
review,.claude/skills/review,.claude/skill-library-archive/unreviewed/review,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
revolt-automation,.claude/skills/revolt-automation,.claude/skill-library-archive/integrations/revolt-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rfp-responder,.claude/skills/rfp-responder,.claude/skill-library-archive/unreviewed/rfp-responder,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
rice,.claude/skills/rice,.claude/skill-library-archive/unreviewed/rice,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
ring-central-automation,.claude/skills/ring-central-automation,.claude/skill-library-archive/integrations/ring-central-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
ring_central-automation,.claude/skills/ring_central-automation,.claude/skill-library-archive/integrations/ring_central-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rippling-automation,.claude/skills/rippling-automation,.claude/skill-library-archive/integrations/rippling-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
risk-management-specialist,.claude/skills/risk-management-specialist,.claude/skill-library-archive/unreviewed/risk-management-specialist,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
risk-metrics-calculation,.claude/skills/risk-metrics-calculation,.claude/skills/02-trading/risk-metrics-calculation,activa,Cumple criterios MVP Trading y reduce ruido contextual.
ritekit-automation,.claude/skills/ritekit-automation,.claude/skill-library-archive/integrations/ritekit-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rkvst-automation,.claude/skills/rkvst-automation,.claude/skill-library-archive/integrations/rkvst-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
roadmap-communicator,.claude/skills/roadmap-communicator,.claude/skill-library-archive/unreviewed/roadmap-communicator,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
roast,.claude/skills/roast,.claude/skill-library-archive/unreviewed/roast,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
rocketlane-automation,.claude/skills/rocketlane-automation,.claude/skill-library-archive/integrations/rocketlane-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rootly-automation,.claude/skills/rootly-automation,.claude/skill-library-archive/integrations/rootly-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rosette-text-analytics-automation,.claude/skills/rosette-text-analytics-automation,.claude/skill-library-archive/integrations/rosette-text-analytics-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
route4me-automation,.claude/skills/route4me-automation,.claude/skill-library-archive/integrations/route4me-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rowan,.claude/skills/rowan,.claude/skill-library-archive/integrations/rowan,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
run,.claude/skills/run,.claude/skill-library-archive/unreviewed/run,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
runbook-generator,.claude/skills/runbook-generator,.claude/skill-library-archive/unreviewed/runbook-generator,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
rust-async-patterns,.claude/skills/rust-async-patterns,.claude/skill-library-archive/integrations/rust-async-patterns,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
rust-systems,.claude/skills/rust-systems,.claude/skill-library-archive/integrations/rust-systems,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
saas-health,.claude/skills/saas-health,.claude/skill-library-archive/unreviewed/saas-health,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
saas-metrics-coach,.claude/skills/saas-metrics-coach,.claude/skill-library-archive/unreviewed/saas-metrics-coach,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
saas-scaffolder,.claude/skills/saas-scaffolder,.claude/skill-library-archive/unreviewed/saas-scaffolder,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
safetyculture-automation,.claude/skills/safetyculture-automation,.claude/skill-library-archive/integrations/safetyculture-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
saga-orchestration,.claude/skills/saga-orchestration,.claude/skill-library-archive/integrations/saga-orchestration,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sage-automation,.claude/skills/sage-automation,.claude/skill-library-archive/integrations/sage-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sales-engineer,.claude/skills/sales-engineer,.claude/skill-library-archive/unreviewed/sales-engineer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
salesforce-marketing-cloud-automation,.claude/skills/salesforce-marketing-cloud-automation,.claude/skill-library-archive/marketing/salesforce-marketing-cloud-automation,archivada,Skill de marketing/ventas/publicidad fuera del alcance del MVP técnico de trading.
salesforce-service-cloud-automation,.claude/skills/salesforce-service-cloud-automation,.claude/skill-library-archive/integrations/salesforce-service-cloud-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
salesmate-automation,.claude/skills/salesmate-automation,.claude/skill-library-archive/integrations/salesmate-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sample-skill,.claude/skills/sample-skill,.claude/skill-library-archive/unreviewed/sample-skill,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
sap-successfactors-automation,.claude/skills/sap-successfactors-automation,.claude/skill-library-archive/integrations/sap-successfactors-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sast-configuration,.claude/skills/sast-configuration,.claude/skill-library-archive/integrations/sast-configuration,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
satismeter-automation,.claude/skills/satismeter-automation,.claude/skill-library-archive/integrations/satismeter-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scan,.claude/skills/scan,.claude/skill-library-archive/integrations/scan,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scanpy,.claude/skills/scanpy,.claude/skill-library-archive/integrations/scanpy,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scenario-war-room,.claude/skills/scenario-war-room,.claude/skill-library-archive/unreviewed/scenario-war-room,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
schema-markup-generator,.claude/skills/schema-markup-generator,.claude/skill-library-archive/integrations/schema-markup-generator,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
schema-markup,.claude/skills/schema-markup,.claude/skill-library-archive/unreviewed/schema-markup,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
scholar-evaluation,.claude/skills/scholar-evaluation,.claude/skill-library-archive/integrations/scholar-evaluation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scientific-brainstorming,.claude/skills/scientific-brainstorming,.claude/skill-library-archive/integrations/scientific-brainstorming,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scientific-critical-thinking,.claude/skills/scientific-critical-thinking,.claude/skill-library-archive/integrations/scientific-critical-thinking,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scientific-schematics,.claude/skills/scientific-schematics,.claude/skill-library-archive/integrations/scientific-schematics,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scientific-slides,.claude/skills/scientific-slides,.claude/skill-library-archive/integrations/scientific-slides,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scientific-visualization,.claude/skills/scientific-visualization,.claude/skill-library-archive/integrations/scientific-visualization,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scientific-writing,.claude/skills/scientific-writing,.claude/skill-library-archive/integrations/scientific-writing,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scikit-bio,.claude/skills/scikit-bio,.claude/skill-library-archive/integrations/scikit-bio,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scikit-learn,.claude/skills/scikit-learn,.claude/skill-library-archive/integrations/scikit-learn,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scikit-survival,.claude/skills/scikit-survival,.claude/skill-library-archive/integrations/scikit-survival,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scrape-do-automation,.claude/skills/scrape-do-automation,.claude/skill-library-archive/integrations/scrape-do-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scrapegraph-ai-automation,.claude/skills/scrapegraph-ai-automation,.claude/skill-library-archive/integrations/scrapegraph-ai-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scrapfly-automation,.claude/skills/scrapfly-automation,.claude/skill-library-archive/integrations/scrapfly-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scrapingant-automation,.claude/skills/scrapingant-automation,.claude/skill-library-archive/integrations/scrapingant-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scrapingbee-automation,.claude/skills/scrapingbee-automation,.claude/skill-library-archive/integrations/scrapingbee-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
screen-reader-testing,.claude/skills/screen-reader-testing,.claude/skill-library-archive/integrations/screen-reader-testing,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
screenshot-fyi-automation,.claude/skills/screenshot-fyi-automation,.claude/skill-library-archive/integrations/screenshot-fyi-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
screenshotone-automation,.claude/skills/screenshotone-automation,.claude/skill-library-archive/integrations/screenshotone-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scrum-master,.claude/skills/scrum-master,.claude/skill-library-archive/unreviewed/scrum-master,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
scvelo,.claude/skills/scvelo,.claude/skill-library-archive/integrations/scvelo,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
scvi-tools,.claude/skills/scvi-tools,.claude/skill-library-archive/integrations/scvi-tools,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
seaborn,.claude/skills/seaborn,.claude/skill-library-archive/integrations/seaborn,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
search-console,.claude/skills/search-console,.claude/skill-library-archive/integrations/search-console,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
seat-geek-automation,.claude/skills/seat-geek-automation,.claude/skill-library-archive/integrations/seat-geek-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
secrets-management,.claude/skills/secrets-management,.claude/skills/00-core/secrets-management,activa,Cumple criterios MVP Trading y reduce ruido contextual.
secrets-vault-manager,.claude/skills/secrets-vault-manager,.claude/skill-library-archive/unreviewed/secrets-vault-manager,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
security-guidance,.claude/skills/security-guidance,.claude/skill-library-archive/unreviewed/security-guidance,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
security-hardening,.claude/skills/security-hardening,.claude/skill-library-archive/integrations/security-hardening,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
security-pen-testing,.claude/skills/security-pen-testing,.claude/skill-library-archive/unreviewed/security-pen-testing,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
security-requirement-extraction,.claude/skills/security-requirement-extraction,.claude/skill-library-archive/integrations/security-requirement-extraction,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
securitytrails-automation,.claude/skills/securitytrails-automation,.claude/skill-library-archive/integrations/securitytrails-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
segmetrics-automation,.claude/skills/segmetrics-automation,.claude/skill-library-archive/integrations/segmetrics-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
seismic-automation,.claude/skills/seismic-automation,.claude/skill-library-archive/integrations/seismic-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
self-eval,.claude/skills/self-eval,.claude/skill-library-archive/unreviewed/self-eval,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
self-improving-agent,.claude/skills/self-improving-agent,.claude/skill-library-archive/unreviewed/self-improving-agent,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
semanticscholar-automation,.claude/skills/semanticscholar-automation,.claude/skill-library-archive/integrations/semanticscholar-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
semrush-automation,.claude/skills/semrush-automation,.claude/skill-library-archive/integrations/semrush-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sendbird-ai-chabot-automation,.claude/skills/sendbird-ai-chabot-automation,.claude/skill-library-archive/integrations/sendbird-ai-chabot-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sendbird-automation,.claude/skills/sendbird-automation,.claude/skill-library-archive/integrations/sendbird-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sendfox-automation,.claude/skills/sendfox-automation,.claude/skill-library-archive/integrations/sendfox-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sendlane-automation,.claude/skills/sendlane-automation,.claude/skill-library-archive/integrations/sendlane-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sendloop-automation,.claude/skills/sendloop-automation,.claude/skill-library-archive/integrations/sendloop-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sendspark-automation,.claude/skills/sendspark-automation,.claude/skill-library-archive/integrations/sendspark-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
senior-architect,.claude/skills/senior-architect,.claude/skill-library-archive/unreviewed/senior-architect,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-backend,.claude/skills/senior-backend,.claude/skill-library-archive/unreviewed/senior-backend,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-computer-vision,.claude/skills/senior-computer-vision,.claude/skill-library-archive/unreviewed/senior-computer-vision,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-data-engineer,.claude/skills/senior-data-engineer,.claude/skill-library-archive/unreviewed/senior-data-engineer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-data-scientist,.claude/skills/senior-data-scientist,.claude/skill-library-archive/unreviewed/senior-data-scientist,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-devops,.claude/skills/senior-devops,.claude/skill-library-archive/unreviewed/senior-devops,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-frontend,.claude/skills/senior-frontend,.claude/skill-library-archive/unreviewed/senior-frontend,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-fullstack,.claude/skills/senior-fullstack,.claude/skill-library-archive/unreviewed/senior-fullstack,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-ml-engineer,.claude/skills/senior-ml-engineer,.claude/skill-library-archive/unreviewed/senior-ml-engineer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-pm,.claude/skills/senior-pm,.claude/skill-library-archive/unreviewed/senior-pm,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-prompt-engineer,.claude/skills/senior-prompt-engineer,.claude/skill-library-archive/unreviewed/senior-prompt-engineer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-qa,.claude/skills/senior-qa,.claude/skill-library-archive/unreviewed/senior-qa,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-secops,.claude/skills/senior-secops,.claude/skill-library-archive/unreviewed/senior-secops,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
senior-security,.claude/skills/senior-security,.claude/skill-library-archive/unreviewed/senior-security,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
sensibo-automation,.claude/skills/sensibo-automation,.claude/skill-library-archive/integrations/sensibo-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
seo-analysis,.claude/skills/seo-analysis,.claude/skill-library-archive/marketing/seo-analysis,archivada,Skill de marketing/ventas/publicidad fuera del alcance del MVP técnico de trading.
seo-audit,.claude/skills/seo-audit,.claude/skill-library-archive/unreviewed/seo-audit,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
seo-auditor,.claude/skills/seo-auditor,.claude/skill-library-archive/unreviewed/seo-auditor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
seo-drift,.claude/skills/seo-drift,.claude/skill-library-archive/marketing/seo-drift,archivada,Skill de marketing/ventas/publicidad fuera del alcance del MVP técnico de trading.
seo-page,.claude/skills/seo-page,.claude/skill-library-archive/marketing/seo-page,archivada,Skill de marketing/ventas/publicidad fuera del alcance del MVP técnico de trading.
seqera-automation,.claude/skills/seqera-automation,.claude/skill-library-archive/integrations/seqera-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
serpapi-automation,.claude/skills/serpapi-automation,.claude/skill-library-archive/integrations/serpapi-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
serpdog-automation,.claude/skills/serpdog-automation,.claude/skill-library-archive/integrations/serpdog-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
serply-automation,.claude/skills/serply-automation,.claude/skill-library-archive/integrations/serply-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
service-mesh-observability,.claude/skills/service-mesh-observability,.claude/skill-library-archive/integrations/service-mesh-observability,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
servicem8-automation,.claude/skills/servicem8-automation,.claude/skill-library-archive/integrations/servicem8-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
session-guard,.claude/skills/session-guard,.claude/skill-library-archive/integrations/session-guard,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
setup-cms,.claude/skills/setup-cms,.claude/skill-library-archive/integrations/setup-cms,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
setup,.claude/skills/setup,.claude/skill-library-archive/unreviewed/setup,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
sevdesk-automation,.claude/skills/sevdesk-automation,.claude/skill-library-archive/integrations/sevdesk-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
shap,.claude/skills/shap,.claude/skill-library-archive/integrations/shap,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
share-point-automation,.claude/skills/share-point-automation,.claude/skill-library-archive/integrations/share-point-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
share_point-automation,.claude/skills/share_point-automation,.claude/skill-library-archive/integrations/share_point-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
shellcheck-configuration,.claude/skills/shellcheck-configuration,.claude/skill-library-archive/integrations/shellcheck-configuration,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
ship-gate,.claude/skills/ship-gate,.claude/skill-library-archive/unreviewed/ship-gate,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
shipengine-automation,.claude/skills/shipengine-automation,.claude/skill-library-archive/integrations/shipengine-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
short-io-automation,.claude/skills/short-io-automation,.claude/skill-library-archive/integrations/short-io-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
short-menu-automation,.claude/skills/short-menu-automation,.claude/skill-library-archive/integrations/short-menu-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
shortcut-automation,.claude/skills/shortcut-automation,.claude/skill-library-archive/integrations/shortcut-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
shorten-rest-automation,.claude/skills/shorten-rest-automation,.claude/skill-library-archive/integrations/shorten-rest-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
shortpixel-automation,.claude/skills/shortpixel-automation,.claude/skill-library-archive/integrations/shortpixel-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
shotstack-automation,.claude/skills/shotstack-automation,.claude/skill-library-archive/integrations/shotstack-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sidetracker-automation,.claude/skills/sidetracker-automation,.claude/skill-library-archive/integrations/sidetracker-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
signaturely-automation,.claude/skills/signaturely-automation,.claude/skill-library-archive/integrations/signaturely-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
signed-audit-trails-recipe,.claude/skills/signed-audit-trails-recipe,.claude/skill-library-archive/integrations/signed-audit-trails-recipe,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
signpath-automation,.claude/skills/signpath-automation,.claude/skill-library-archive/integrations/signpath-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
signup-flow-cro,.claude/skills/signup-flow-cro,.claude/skill-library-archive/unreviewed/signup-flow-cro,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
signwell-automation,.claude/skills/signwell-automation,.claude/skill-library-archive/integrations/signwell-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
similarity-search-patterns,.claude/skills/similarity-search-patterns,.claude/skill-library-archive/integrations/similarity-search-patterns,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
similarweb-digitalrank-api-automation,.claude/skills/similarweb-digitalrank-api-automation,.claude/skill-library-archive/integrations/similarweb-digitalrank-api-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
tavily-automation,.claude/skills/tavily-automation,.claude/skill-library-archive/integrations/tavily-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
similarweb_digitalrank_api-automation,.claude/skills/similarweb_digitalrank_api-automation,.claude/skill-library-archive/integrations/similarweb_digitalrank_api-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
simla-com-automation,.claude/skills/simla-com-automation,.claude/skill-library-archive/integrations/simla-com-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
simple-analytics-automation,.claude/skills/simple-analytics-automation,.claude/skill-library-archive/integrations/simple-analytics-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
simple-math,.claude/skills/simple-math,.claude/skill-library-archive/integrations/simple-math,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
simplesat-automation,.claude/skills/simplesat-automation,.claude/skill-library-archive/integrations/simplesat-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
simpy,.claude/skills/simpy,.claude/skill-library-archive/integrations/simpy,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
site-architecture,.claude/skills/site-architecture,.claude/skill-library-archive/unreviewed/site-architecture,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
sitemap-audit,.claude/skills/sitemap-audit,.claude/skill-library-archive/integrations/sitemap-audit,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sitespeakai-automation,.claude/skills/sitespeakai-automation,.claude/skill-library-archive/integrations/sitespeakai-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
skill-creator,.claude/skills/skill-creator,.claude/skill-library-archive/integrations/skill-creator,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
skill-security-auditor,.claude/skills/skill-security-auditor,.claude/skill-library-archive/unreviewed/skill-security-auditor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skill-share,.claude/skills/skill-share,.claude/skill-library-archive/integrations/skill-share,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
skill-tester,.claude/skills/skill-tester,.claude/skill-library-archive/unreviewed/skill-tester,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skillopt-sleep,.claude/skills/skillopt-sleep,.claude/skill-library-archive/unreviewed/skillopt-sleep,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-arquiteto-de-empresa,.claude/skills/skills-arquiteto-de-empresa,.claude/skill-library-archive/unreviewed/skills-arquiteto-de-empresa,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-chaos-engineering,.claude/skills/skills-chaos-engineering,.claude/skill-library-archive/unreviewed/skills-chaos-engineering,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-chief-ai-officer-advisor,.claude/skills/skills-chief-ai-officer-advisor,.claude/skill-library-archive/unreviewed/skills-chief-ai-officer-advisor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-chief-customer-officer-advisor,.claude/skills/skills-chief-customer-officer-advisor,.claude/skill-library-archive/unreviewed/skills-chief-customer-officer-advisor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-chief-data-officer-advisor,.claude/skills/skills-chief-data-officer-advisor,.claude/skill-library-archive/unreviewed/skills-chief-data-officer-advisor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-eu-ai-act-specialist,.claude/skills/skills-eu-ai-act-specialist,.claude/skill-library-archive/unreviewed/skills-eu-ai-act-specialist,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-feature-flags-architect,.claude/skills/skills-feature-flags-architect,.claude/skill-library-archive/unreviewed/skills-feature-flags-architect,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-general-counsel-advisor,.claude/skills/skills-general-counsel-advisor,.claude/skill-library-archive/unreviewed/skills-general-counsel-advisor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
